,video_id,comments
385,WRtrpbXR-Yw,[]
386,1S8tUrTgRrY,"['хм, оригинально', 'У меня аж соски затвердели']"
387,srvB8oiW0Uk,['Forever <3']
388,V2c8f0-HIPo,"['реклама (чая) в нескольких местах, реклама машины 25-ым кадром, около пятой минуты... а так  вообще - очень классно', 'Вот это Шедевр! Избранное сразу.']"
389,noBhKU89wzc,['Собакх кинем собакх']
390,e0-5MFJqeLQ,[]
391,0dXIFEti00o,[]
392,UsKIv9CNHVA,[]
393,Cr4WXGfkC74,[]
394,Z5snp8AtrsE,['uno de los mejores que e visto sobre death note']
395,yeJKjW-h7jg,[]
396,7vnENGw9l9E,"['Killed it', 'все таки как старые аниме, так и амв куда пизже нынешних']"
397,t-rf7DufGcs,"['Кто не знает буржуйские языки может посмотреть клип на AMV news с русскими субтитрами (ссылка есть в описании).', 'I was laughing the whole time!']"
398,euy54U92uWs,"['Classic', 'best one piece amv', 'What do I think about Netflix becoming the first ever streaming service to join the MPAA?']"
399,eeIYcflJ208,['this is dope!!! good job keep it up! do you mind visiting my channel and telling me what you think? x']
400,G4vCjTZC8_8,['Nice']
401,l1LzpBzTYGk,[]
402,8Pe3rxUEvdM,"['Непрекрытый Секс, насилие, детоубийство, гг не ояш, минимум няшности - вот почему старые аниме намного лучше новых', 'love the mix between the old and new anime👍.']"
403,gytrRUOsJls,"['Great AMV. But there is absolutely NO WAY that this simp could be as cool as amazing as Cuban Pete. Or get any women.', 'Just too good!! All the scene selection and flow', 'So he’s not perfect u don’t want to end up old n lonely like Zoidberg (crying) so u were saying', 'I will show this to my grandchildren one day and say this was one of picassos famous art pieces back then', 'This is so fucking funny', 'Please give the original uploader some love! https://youtu.be/Xo1GKLvMfO8', 'Omfg!!! 🤣', '^^', ""Lol love it..I need halp..need app for video editing on the phone. Been using viva video but it can be a nightmare sometimes to be the creative zone only for the damn app to crash any progress you've made..haaalp"", 'amazing job!']"
404,mTStkfbpvTc,"['kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk', 'в пятой игре просто наигениальнейший Геймплей!!', 'а есть еще от этого автора?']"
405,oOEM4XIO1Hg,"['the best', 'Nice']"
406,dqjKeIbD9nA,[]
407,mGa3h0TGctA,[]
408,9xBJonM6CXA,[]
409,Ez9gShsQwBk,[]
410,-HQ7CECSxng,[]
411,KuWCgHDJzfA,['What the hell? The music is censored?']
412,5-NQvqVsSRw,['\\@u@~']
413,bydkgDIhDKI,[]
414,V6nF17277E0,"['1:09', 'directo a favoritos ≧﹏≦']"
415,WiZegUmcbHg,[]
416,Bedge1tBOh4,['почему недоступно видео?']
417,W4E3Ie5KszM,[]
418,BQtOXCZGSlY,[]
419,NJfZhTWFxUw,"['love it!', 'cool!']"
420,uIqlO8Aiqzc,[]
421,KjojTUSvFII,[]
422,sPl7dsyDz-A,"[""Definitely one of the best AMVs I've ever seen, and I like to think I've seen quite a bit of those."", 'this is my favourite amv, the song and i love haibane renmei', 'Помню работу. Очень душевный клип. С любовью к исходнику сделан.']"
423,76Qh3FNYueA,[]
424,S0MKNQipuQc,['Оригинально.']
425,E7JhQheNHbU,[]
426,B724qUfzHYo,"['I remember seeing this on a anime festival around 2008-2009 idk exactly but this video amazed me for his very good edit and music (Rammstein <3). I would never seen this amv again but it remained so deep inside my head. Today I was remembering that and just for curiosity I tried to find it on YouTube. Seeing this again just travels me back to a younger myself,  time, reality and different thoughts about my life and decisions. Thank you so much for uploading this, really. Take care and be safe!', 'Happy Fourth of July', 'Best amv ever', 'German singer singing about America over a Japanese show', 'The message this guy is try to say is the powerful influence of America and its effect on the whole world. So of course its never was a love song.  Every place on earth is somehow connected to America.', 'Oh my, I remember downloading this from torrents many years ago from some website like amvnewsru\nSuch sweet memories.', 'This video takes me back when I was a freshman in 2005 and 2006 . this was before youtube was invented']"
427,1Z314L0qleM,"['Довольно классная идея, многие моменты я бы пропустил в обычном амв, но тут это очень увлекло']"
428,9tc6yrX1dbk,"['Клип, который я уже считаю классическим.']"
429,6XTmAak4Rm0,"[""great 'Reupload', AMV and amazing at the time that watching"", 'awesome video!']"
430,J062ri3V9Gs,[]
431,0K5lhtwKxl0,[]
432,WPAZskpqeGo,['прикольно офигенно круто и синхронизированно...мелри менсон офигенноо']
433,EsQWRjdm4-M,['Эта амв заслуживает HD ремастер']
434,t1UvkxQtIDw,[]
435,5kRmhb5mSE4,[]
436,n6BhrD54sFE,"['This AMV is awesome 😍😍😍,keep it up, and would you mind subscribing to me?']"
437,Xp-LLOfoSgc,"['No', ""Sugiro a música : Don't go   do artista: Rumiko Takahashi""]"
438,G4YOElIZo5c,[]
439,wf7Nxxw4sds,['nice']
440,ifsKxqj0Xz4,"['Какой же шикарно сделанный клип. Лет 10 его не видел, наверное)', 'Good storytelling.', 'Wow.Look so cool']"
441,bh2ohqpUD3g,[]
442,AshyYMjCeL0,"[""why are you reposting someone's work? Shame on you!"", 'PERFECT']"
443,9Ek4lMn-cP4,['Omg I finally found it again']
444,vtQKn79GUxU,"['Awesome,J was thinking hiw can anyone can make a  amv out of this ,but thus. Is awesome']"
445,KREop4b0XTM,[]
446,eUSuV-CQnmc,[]
447,GdPuMMuKsGk,"['やばい…かっこいい～～～～！！！ナイス編集ｂ', 'Первый нах :D']"
448,SYmtOSCNxoM,"['has otro amv del mismo anime más adelante je me gustó como está echo ese amv y con ese anime es difícil encontrar un amv bueno,te quedo bueno!!']"
449,ZkAK9vJxTvQ,"['How the hell did you make this? The shots and motions from the manga are just f*cking awesome! This amv is one of the most unique I’ve ever seen! 😆👌👍🤘', 'Best Claymore AMV.', 'nice', 'number one']"
450,v9ZjgdqRdVE,"['wow its great', 'верните плиз ссылку на выложенный ролик на вашем сайте...']"
451,NnLMqRLmPXc,"[""It's amazing ! (^w^)""]"
452,_Sw_sIStHKI,[]
453,yjDYR08YGWU,"[""Good work. ^_^ Im new and if u have time, check my AMV's and writte some opinions in comments. It would mean much to me. :)""]"
454,-mDRslc9DZI,['<3']
455,_Oc-VCB-qeA,['шикарно']
456,YrJYJJHDVQE,"['Awesome BRO <3', 'i like the song', 'very nice bro!! loved the masking I wish I can mask like that!']"
457,pW5r5ycwBH8,[]
458,0gVOxVj3O6c,"[""Good I'd edited it without the speech bubbles but besides that it's great, specifically because it's a different kind of music in a Lain AMV"", 'I would also like to go to this gay bar']"
459,Er9Fz5Qfxg4,"['You are a magician!', 'What anime is this?']"
460,dohZ-uH7J64,[]
461,nxte8b9erxQ,[]
462,Aq0AHp5nSmk,['Перезалив? Но как всегда шедевр.']
463,eV1mT3ATrBc,[]
464,YGGaUO4Jrs8,[]
465,leLcMvdWb4U,"['Какое же наслаждение - этот клип <3', 'Ахуееенноо....😎']"
466,FORxN4jiww4,['gay everywhere.']
467,2rdnGgZZWD4,[]
468,AubLhZMx6eg,[]
469,CFH_DzUuBDE,['Cool editing techniques. I like this animation style']
470,MB24j7BwCe8,['Сяпаю DN@ и Пуху за вставки из Евангелиона и Хало! От меня лайк!']
471,xya95vtP5Ho,['а причем здесь Люмен?']
472,siWblSiQe0U,"['охуенно', 'Для 2011 очень даже годно']"
473,7NDlBgfK9cE,[]
474,OWA3IWV94Q0,"['Блин такой классный клип но так мало просмотров', '👍']"
475,XAKk2a4tRJk,[]
476,iBWR77UwWWs,[]
477,tC1GqbqKmqc,[]
478,h0Kw7l20YTc,[]
479,dXZOjlDBhJM,['У меня нет слов...\nАфигеный монтаж )))']
480,e92RvCHOx7c,['Супер 👍👍👍✨']
481,xc-NtwQHME0,[]
482,dVDy2Ahci0Y,['Аниме в студию пожалуйста.']
483,bIQ_JJYr-0w,[]
484,4wPu5T5pNOk,"['the solo at the beginning is thearing apart my soul or highness xD', '3:24 задний фон из игры Принц Персии']"
485,AZRQee3yARQ,[]
486,VrHI7lngmzM,[]
487,sP1VeCP6a1w,['cool!! :o']
488,LkuMP-nc8es,"['Да,продолжай.Лично мне клип очень понравилсч']"
489,pW_qCszqrQc,[]
490,8LC5ENO3Oy4,[]
491,lM6j4gyYIEw,[]
492,I13plfbvN4A,['boa muito bom']
493,_rsvL-QJG1c,[]
494,FOVFCd8qTkw,['бля укр реп']
495,79vJoOdP9Kw,"['Soo damn good (ㆁωㆁ*)', 'This is astounding']"
496,L6HG0sgxOOk,[]
497,_ehfP2KdZJ0,['Круто)']
498,5_-i_lIeWqI,[]
499,t-nrItwgaQU,['красиво вышло']
500,GCbgI_PXyxg,[]
501,OU46C28tBWM,[]
502,jdW135h3HvU,['Каноничный психодел.']
503,1Qc7QA28J7o,[]
504,3PgSFsP3j28,['720p :(']
505,uqRSsVl6Bns,[]
506,VVulzjtknc8,"['love this amv, brings me back some memorie, such a classic! :D']"
507,yC622TnlOjE,[]
508,jrzVKpEQg90,['как называется аниме ?']
509,wgOX_RNIitI,['Whos the good guys?']
510,XcqtsDrM9YA,['Как говорится ....Это шта за аниме???)']
511,9UYKY1Qcd6Q,[]
512,Kt4EvOLz5lY,[]
513,0YouVC6i96U,['favorited']
514,GZGNTmpFQoM,[]
515,o6_d-GIyhGA,[]
516,9TM_u3-8FNI,"['нуу прикольно', 'Ад для эпилептика']"
517,tdoFFwCXUJ0,"['Блин, как же это классно, плевать что песня обрезана, все равно сделано очень красиво']"
518,2UUO_i2Kf5k,"['по переводу все подходит xD', 'ничего так, посмеяться можно']"
519,AMs97pb6MXY,[]
520,JEqVs-wen2o,[]
521,2BflcmQftO0,[]
522,p8EMNXcApDQ,['NICE']
523,-9QykZwb-TM,['You deserve more views']
524,BqP8h3yH_Sc,[]
525,-oa7SrWAq5s,[]
526,AI4NFL0gka0,[]
527,xcDnbv_ZR8U,['Классные у вас видео получается)лайк заслужели) а можете зделать про мастера меча онлайн клип??']
528,UWZVCaOkrWg,[]
529,s8SfNUHY4Zk,['beautiful']
530,8ZFcTwRMlrA,[]
531,FGgSH5e9JhM,['What is the anime of thumbnail?']
532,ZLdx4WKxyBw,"['give me a shout out bro  keep up the good amv', 'Nice amv keep up the good work :)👍👍😊', 'Итиресна музика']"
533,lYtMpeL7MOk,[]
534,4-WksNLJW08,[]
535,l3FDnhxL-e8,"['Что я только что посмотрел?', 'Довольно милое']"
536,FpQvRUrIXfc,[]
537,b5skJiv7Uew,[]
538,2H5XawSwdhE,[]
539,GEMZrvbQUxw,[]
540,0D8aFjiS25Q,"['Эхх, душевненько, очень понравилось ;)']"
541,fcSBr3c97g8,[]
542,lDRqGmJ4jAM,"['Macross Frontier', 'че за анима?']"
543,y5oFipVftQ4,['музыку удалили(((...перезалей в вк если можно конечно.....']
544,eJJEDNiJXvg,['👍🏻👍🏻👍🏻']
545,2yVBKTCnmWs,[]
546,9f1ZfnweDhI,[]
547,hZLOEhexMms,[]
548,AcKlQA4OHFs,"['Отлично!\n\nМузыка: The Cinematic Orchestra - That Home', 'как музон называется?']"
549,bx6XlPe6waU,[]
550,W1YiAMIX9F8,[]
551,7mdmIrb5x-U,[]
552,O7UxgiCt1MQ,[]
553,Ky8xXJDy7M8,[]
554,vgOeNfCRexg,['Канон - великолепное произведение! И данный ролик хорошо передал частичку атмосферы этого аниме! ']
555,KHUPOEp7gnQ,[]
556,VJXZ3XyFNWk,"['come on, original amv, you adited,  came about 5-7 years ago', 'in 2015 it is still the best amv on the internet.']"
557,VnG6uCqJOaE,[]
558,SyiQZEt7Puo,[]
559,EC1mZ83fFvg,[]
560,h1_l9yAzW_c,[]
561,jfLiIeAof50,"['Что за Аниме?', 'Эпично']"
562,0P5f6xpHhpE,"['Боже ностальгия... вспоминаются такие AMV как ""Its all over"", ""Phenomenon"", ""Goodbye"", ""Hit the floor"" эх, классика!)', 'nostalgic']"
563,wu8BdbuugdQ,[]
564,Mx1JAbPs930,[]
565,-4i_e-l3rsw,[]
566,bk2tVHuDe1M,[]
567,6k-ZnVJd_YI,[]
568,rtGkfvbrYYk,[]
569,qCIYQ9CZbNM,[]
570,EW-A2KgSaTg,['А что такое старое ']
571,vnMmksrtTpU,[]
572,ARK0JMc4O_4,[]
573,_NRaiWUcYhw,[]
574,u2H1KUFtyXg,[]
575,bJVyTa90cZA,"['Офигенный клип вышел! Сколько лет, а я продолжаю сюда возвращаться.']"
576,IgDbkT6UcuY,[]
577,Pu9L6HBTOgs,[]
578,Fm_Q75vvYCE,[]
579,9MwIIiPOfVM,['beautiful']
580,1k3VcXd9Xi8,[]
581,aseWF1WF_mk,"['Thanks for the shout out, guys! Glad to to see this is still floating out there. :)', 'Just an Amazing Edit o,O']"
582,St0KvONbtBo,['а\xa0Ru.Comix 4 будет или нет мне ждать или нет']
583,6YJlsoa6Bmo,"['а чё ,прикольно вышло']"
584,zsrbEthcO7c,[]
585,SUA5vb5gOt0,[]
586,q_it_HOzmbc,[]
587,gSdRFb-Z3_o,[]
588,c7zSiizPe0o,[]
589,wram6PWqItM,"['mano bom msm', 'demais faz do ascencion', 'fico pau']"
590,JTJWafO9EbI,['رووووووووووووووعة']
591,tHVVcY1d5Rc,['what anime is? please']
592,LeoAGaduF4I,[]
593,OtD_0rJsI2U,[]
594,4elTtzleKVU,[]
595,gAxe3z_e58Q,['awesome']
596,6B-a7OXw1cI,"[""ROFLMAO at the ending. that was epic, but i'm sure that's not actually that was said XD. gotta love fake subs.""]"
597,Lx98LhIlB5c,[]
598,BtwqPgZDb9Y,"['This amv was wht got me into kara no kyoukai & discovering all abt ufotable/type-moon production & also fate, it was the best thing tht ever happened to me so i thank you from the bottom of my heart thank you 💜💕💜💕💜💕💜💕', 'xDieguitoAMV is a BEAST !']"
599,BIG6xlUh8IE,[]
600,uVv5G7m1Mt4,[]
601,TVXBPRlQyS0,[]
602,cLIffEdNQjM,['gostei👍\nnice']
603,MyMKYUxCKK8,[]
604,hKVxt6LRb8E,[]
605,SAsDrssDF6g,[]
606,FT9DFrtMnBk,[]
607,9wVDrrScA_I,[]
608,ea7h7_i0loM,[]
609,5j2hEuuSf1M,[]
610,XtJWPcxlR1Q,[]
611,D1JZva8Ten0,"['so  good！！😄', 'Шедевр!']"
612,y5wvxdyHXBE,[]
613,vJcn9TCP2PM,[]
614,vd2O1RLiCyY,"[""I'm so sad. Okita-san is my favorite character in Hakuouki. But, your video is beautiful. Amazing! Thanks.""]"
615,-yVmxi7uTNo,['nerv uses IE?']
616,og6tv5Zbbu8,[]
617,WBkUnB1R_DE,"['This takes me back, what a nostalgia. With memory flash 3. Ty!']"
618,5Te2yDdWGMk,[]
619,ZOjrTFZHyQs,[]
620,AgScsZ7Yj1c,['Хорошо вышло. 5']
621,zvRu0X567ok,[]
622,09-VtnmW2EY,['Anime list? ']
623,rnHtU8L675U,[]
624,OsdodhKOVRU,['Como se llama el anime o es fake']
625,xncWRqS0Ytk,[]
626,S3_85AEFDYI,[]
627,ofly5XhyY-o,['неплохо.продолжайте втомже духе!']
628,7Ir7ZcC_V7s,['афигеть!!!!']
629,yJYx-6gF9qI,['Крутое аниме + суровый монтаж = Круто.']
630,OcWTGhRRxLw,"[""Glad to see this back...Don't know why this keeps getting removed?"", 'What the name of the song?', 'В манге на неё после вообще забили ']"
631,RcVgkXPXnpg,"['Своеобразное AMV.Мне очень понравилось', 'Технически крутая работа! 5']"
632,ZGdDEmHHSb0,['You can never go wrong with using\xa0Bakemonogatari for an amv.']
633,muJvsUDECeA,[]
634,9H8RqFBK_KA,[]
635,MU_Sm79_zts,['Wow this brings back memories. \xa0I remember watching this years ago.']
636,i6YuQDgdXZ8,[]
637,GBH5qIo2UwM,[]
638,6fUg_d32NAE,[]
639,-CkaIWkHksg,['Это что то  не что']
640,ERiHCbIkI8A,"['Круто!', 'это шедевр']"
641,eDaQmur2bUE,[]
642,7XHlQXruEc8,[]
643,0C0snHrPbJ0,[]
644,p2w0XfZZZ_g,[]
645,Q_C0oIsSBX0,['best amv for this show.']
646,IPrWlTcp7m0,[]
647,W1gY1kdMEjs,[]
648,IYiaxIPSc98,[]
649,HzbvfcseYeU,[]
650,FSO2EcGk4SI,['this is very good stuff :O']
651,u2-yP2KdsmQ,[]
652,XMVM72vSeB4,"['Ну не люблю я 3D...', 'супер']"
653,w8jiUBe5MTU,[]
654,dSkrY4F9j6w,[]
655,Q9-LCcPqcq0,[]
656,I1nrnfQgdlA,[]
657,1dqcwIRu0Mo,[]
658,GDlBkUZX-64,[]
659,r5ICYM0UpIo,['BadAss! Loved It.']
660,st439cJxD50,[]
661,NtD2JHoiMjs,['This is wrong on so many levels.']
662,1RCbHHJyLv0,"['omg, please this needs and english version !1!!""!""@L1rknq2ir qviewrjcnadfkawfaewq']"
663,sktUBXLNK4o,[]
664,1ubAoerfI1Q,"['Странно, я стараюсь не пропускать интересный моушен. Получилось немного разношерстно, слишком много эволюшна ""в секунду"", и шрифты такие немного не в тему смотрелись, но в остальном хороший исходник и идея. Полюбовалась любимыми кадрами)']"
665,nCZLfe8s6ns,['russians make some of the best AMVs :D']
666,fIEvxn022J0,['one of my faavorite darker than black amvs']
667,2X4e5fhvEXE,[]
668,Chc1iPK-fGs,"['Goated', 'Что-то как то не очень, не проникся.']"
669,t4c2jPSj0lM,[]
670,8PvskatST9o,[]
671,O9abgCc4hdY,[]
672,IIKoyofxGCk,[]
673,7cuHJMi7gHw,[]
674,zEx68yuTk-Y,['i watched the first version of this more than 10 years ago when i was studying hard in college\nnow its the pandemic\ngood to see this again\nit used to be painfully nostalgic to watch\nnow i enjoy seeing it']
675,6YYFU2UQMIw,[]
676,o5_lrkf4TUo,"['Для того времени — просто офигенная работа в АЕ. Сейчас, конечно, уже не так впечатляет, но все равно круто!\nНо, есть одно но! АМВ это можно назвать лишь условно, как Турбо и написал.\nПоэтому за эффорт и крутоту 5, а за амв-релатед 3.\nНо так все равно 5. Ах, да, это же Тытруб. Like.', 'nice']"
677,kka-pvmQYcs,[]
678,tnJui5dnxbk,[]
679,8Y1ykmbileU,[]
680,yRr4pX2YMyo,[]
681,T8GzqNKe_yY,[]
682,wkDayDG6b7w,[]
683,nLqHJpiPGHI,['Ohhh Yeeeaaahhh']
684,kby9o3g_fK4,"['Ah I remember this one. A true gem!', 'Годна.', 'Were comments deleted or did nobody even bother leaving a comment? Lol']"
685,Tqo03dw-6Z0,[]
686,lQMTrKNjL6k,['plz dont get more\xa0a copyrighted audio track. \xa0OR MY FAVORITE CHANNEL WILL BE DELETED BY YOUTUBE!\xa0']
687,bsy3r_O3rsE,[]
688,oo0BR9Z3eRU,['просто xD музыка']
689,QbtK_qHd7kg,['anime list ???']
690,0t1hDxN6WV4,[]
691,gbIFpC4P0EE,['хмммм']
692,3FBn8sYjV2U,['Классный клип!']
693,DRocitQT7oE,[]
694,78Fxr8i-ges,['один из первых клипов по наруто которые я видел)) супер!!!']
695,YEh3txlC_-k,[]
696,pkKUiQUKsSw,[]
697,rOu3eN_fQRE,[]
698,gjEXSkGlhaY,[]
699,F9Yhtt2C3Dc,['\xa0 \xa0']
700,RRXrZax-Dxg,"['Хорошо сделано!', 'Что за аниме?']"
701,GclmeHEqIPg,"['I love it!', 'This gave me goosebumps *-*', 'Дубстеп неоч']"
702,FxldbEObXG0,"['This is such a good AMV.  I think I first saw it at Otakon long ago in the AMV contest.  Still love it.', 'найс)']"
703,LerLwlAzLg0,[]
704,w5E0RJDgNFg,"['Так круто может не получится даже у опытного пользователя программ для АМВ, а у вас это первый опыт. Очень хорошо постарались, продолжайте, это очешуенно*^*', 'Первый раз? Крутатеничка однако :D']"
705,Nrl01ungL3Y,['круто']
706,LQxjVx0o8mw,[]
707,_avw9CRk2yM,"['что за аниме где пацан ангел?', 'Kaede! ;_;', 'что за аниме подскажите пожалуйста', 'Можешь страйк получить за обнаженную грудь в кадре AMV']"
708,OBFLXk823vg,[]
709,rUU1yB2txOY,"['I really, really like it, personally...', 'Old video is old. This editor sucks.']"
710,SNKt8u7P7_k,['Великолепно мне очень-очень нравится']
711,gEcQ_TUvhnU,[]
712,3_9Le_Mg3Gk,['А что за аниме ?']
713,EHn2M21GsRk,[]
714,vzhAWR1v2MY,[]
715,qI8uTAUpnEw,[]
716,u0q5WFVZ1hQ,"['I remember this video) Yes, chicly']"
717,JPA5AX8zZa8,[]
718,__eQcW0ikPM,['Не конечно всё прикольно и весело но... если дойдёт до перестрелки то реакция веша достаточно чтобы увернутся от пули на близком расстояние как минимум. и это без разных допок чисто на физе так как он не человек в прямом смысле этого слова он очень мощный и очень маленький генератор. Настолько мощный что секундной перегрузки хватит на оставить кратер на луне с очень малым кпд по моще.']
719,-FQ3dPru-hk,[]
720,gD4TeNximPA,['cool']
721,qZ2FTsFbbMs,['Super funny XD']
722,IHqLGO9bVzI,"['Пикабушникам привет! )))', 'Эх, ностальгия по л2. Хочу играть, но болезнь и старый ноут(еще и с сломанным экраном из за сестры неадекватки) мешают.', 'Искал клип очень долго..в детстве смотрел, не помню как дано, Но примерно лет 5 прошло... нашел...Мне уже 20. А эмоции не изменились совсем. Как пробирал сноп мурашек в детстве, так и сейчас тоже самое. Песня идеально подходит. Линейка слишком мощная игра, хоть и графон не очень в самом геймплее.', 'Искал этот клип долго и много раз очень давно, а сегодня с похмела нашел с первого раза) прошло 7 лет как я последний раз играл в л2) спасибо', 'Нда, сейчас уже не делают CGI по Lineage 2, только ингеймовые ролики, не блещущие ничем.\nАмв клёвое, музыка что надо.\xa0']"
723,D7Ik9NLWVsA,"['Это было эпично:3', 'Для незнающих - во что девицы играют?']"
724,4RZgSBYadm4,[]
725,6eaM_AesPQQ,[]
726,rtH39Ids5aA,[]
727,BxypeU0woL8,[]
728,TmhAXjWp6hk,[]
729,lys-RxiOvlM,[]
730,4lGBtXfXJCQ,[]
731,Vojtg9C_zlA,[]
732,9GxvGg9SVSI,[]
733,nSuyAWhz1FI,"['Со смыслом однако!', 'Превосходно!']"
734,8k3iA_pTxYg,['Great video!']
735,q6lIz7THnvc,"['Что за аниме? \n', 'Очень здорово. Спасибо.']"
736,yPVWqiGhXiA,"[""1:17 what anime pleas. it's not  K-on"", 'Ну почему качестве не в HD(', 'Что за аниме когда девушку сбивает грузовик подскажите пожалуйста ']"
737,T0XVLks_f6Y,[]
738,d-NOoTdMqNk,[]
739,487IhDJBWCw,[]
740,cSfIsvffRvs,['Omgg the those feelings O.o']
741,TkNoqVSR_Ws,[]
742,mk8zv5pAARE,['Beautiful']
743,sPKx3ca1cek,"[""I'm in love with this song 😭😫💓❤""]"
744,QO6r_Z7pkWQ,[]
745,_6tXYl3CkYo,[]
746,M3-wRj389fA,"['Very nice.\xa0\nOh, yeah,\xa0 this is a thing......uh.....First!']"
747,p0sfQ5s-0s4,[]
748,xDUhFXHyXeY,[]
749,xZYY-8zdDDw,[]
750,Wk3RuabFzdA,[]
751,oC-_kaZ2Frs,[]
752,RA6fKuqfs0Q,['кто исполнитель?']
753,wwJ2IjcK1kY,['necesito mas drogas xD']
754,b1Cbt52tVn0,['Если бы в гинтаме не было идиотизма было бы неплохо.']
755,DRILgiBCFTs,[]
756,8Y67s8coPEo,[]
757,UYy8xum_mtE,[]
758,aTzHr4i6GK4,['Эм вопрос в каких сериях это происходило ?']
759,4aAg37ASy2M,[]
760,JsSjyCbTlY8,['God this AMV still fucks me up']
761,-5dckUXl7LQ,[]
762,acn23RR3TDI,[]
763,m9MB-K3aQYg,[]
764,yd1lN6Av4Fg,[]
765,obYtQ8NgLH8,"['🤣🤣🤣🤣🤣🤣🤣👍👍👍👍\nНамного прикольнее оригинала!\nОСКАРА!!!!!!!!!!!', 'Сколько этой песне лет? О_о\nЯ её ещё в глубоком детстве слышал']"
766,dVEyvaD9YDY,[]
767,TbvrZi5GjBM,[]
768,SxA0Qap_Wh0,[]
769,-VjCBX-A-Cg,['Очень хорошо!!']
770,4nxeR_n5D-0,[]
771,XzKXm_wFVks,[]
772,rKwhXGEd7gQ,['что это за аниме?']
773,x_6k1Kwm5Wk,[]
774,GdUhc-hOApo,"['В 2021 году это видео не воспроизводится, слышен только звук!', 'No matter how many anime mixes are made, this is one of the best anime mix you can find out there with a perfect song! I used to see this video back in and had it downloaded, but my hard disk crashed, and lost this gold video. I am glad I found this again! And why the hell this video has soooo less views???', 'прикольно получилось']"
775,OVQ8MHimNck,"['The Asteroids Galaxy Tour -\xa0Around the Bend', 'что за песня в самом начале играет подскажите\xa0']"
776,qxr1jk1RvNM,[]
777,eFtFaPo9FxQ,[]
778,r9CCThXt3yU,"['Хорошо 8,8 из 10\xa0']"
779,buOT4MjYzKI,['Вот это синхра о_О']
780,NayW7IltKAY,[]
781,5nex2X58mr4,[]
782,ZTyiiyGANdE,[]
783,m_4dS8HLF3I,['simplesmente um dos melhores amvs ja criados']
784,5dZl6jfW-es,[]
785,RkNuHt4huwk,[]
786,ldPigHMg5k4,[]
787,elkFvAZd2xk,[]
788,q88fgILZ4Nw,[]
789,h34R4zh_GTw,['Заценил еще на Акроссе.\n10 из 10! О Господи! 10 из 10']
790,A9iMcMk3mUA,[]
791,dZD-1IrvPYY,['а как аниме называется']
792,5_deSvQ9AFE,"['Руки оборвать тем кто дизы поставил, ТАК ОСКОРБИТЬ ""CLANAD"" БИЛ БЫ ИХ ПОКА В СОБСТВЕННОЙ КРОВИ НЕ ЗАХЛЕБНУЛИСЬ !!!', 'Если честно , прослезился за душу берёт\n.']"
793,rLh_kexla1Y,"[""Really nice, reminded me of all the sacrifices made :'(""]"
794,FpR4YTQjHwI,"['лучшее amv по афро', 'Музыка полный отстой, однако с этим видео рядом божественно!']"
795,eCX7IfKnxUs,['Whoa']
796,h2EDqo2GuMI,[]
797,nzog4lz4q3w,[]
798,rZwNltW07Bg,[]
799,K3Wncf5XLr4,"['Круть )))', 'Очень понравилось спасибо автору\xa0', 'чё за аниме', 'круто как всегда )']"
800,gfn3Lh2K8vA,['awesome']
801,o-CI7NA6jTE,"['YAAS MY CHILDHOOD IM BACK', 'видимо кто-то фанатеет от кошачьих ушаей', '0.58-1.05\nПодскажите, что за аниме?)', 'как анимэ называется', 'катята да ваауууууу', 'как это прокоментировать а ????????????']"
802,xBgEBrG9W1I,"[""What's the anime from 0:35 to 1:11 ?""]"
803,07RioMyU7mo,['A different kind of AMV. supercell. . I like it :)']
804,4gWS_l9hTEA,"['что за песня?', 'пожалуста скажите название аниме на 1:8 секунде ?']"
805,U7vFbYF4Bso,[]
806,YcLRJbt8Vw0,['супер']
807,Z6jURDj7b4s,"['ㅗ', 'Oscar!!', 'Wow😍😍😍']"
808,uvgHlUwfhf0,"['+Michele Deponti\xa0Monogatari Series', ""what's anime is?""]"
809,zXvhXFhXeBc,"['Классику забывать нельзя. Помню как от сюда поддчернул пару песен и пару групп для себя открыл', 'Шел Август 2022 года.... А я все так же считаю это шикарным творением.', 'На 15:53 что за трек?', 'Мда, за десять лет шутки и приколы устарели кардинально. Ни разу за видео не улыбнулся.', '2021. Я все ещё вас люблю)', 'первые анима приколы дык сказать', '900-очку', 'оххххх вот это сча ностальгия была)', 'лучший из всех выпусков   особенно начало под mindless self indulgence', 'Момент в переходах Mariaxholic это опенинг-эндинг или еще что? Вообщем откуда там эти сиськи?']"
810,FPMtJa6vSZg,[]
811,ZJQe7-AlCxQ,"['ковбой бибоп и 2 аниме названия не помню давно смотрел но они идеально вписались они даже по характеру похожи', 'Сразу навевает воспоминания про любимые аниме. Клип сделан потрясающе круто, представляю, сколько трудов на это ушло!']"
812,EiekcnnTAgo,"['непанетны анеме', 'непанетны анеме', 'какого лешего там происходит????)', 'Шикарно', 'Офигенно респект давайте продолжайте хочу видеть еще больше монтажа', 'Ха! Это просто офигенно круто!  Отличная музыка, супер крутой монтаж! The BEST!\nP.S. Tenacious D  FTW!', 'хDD', 'шикос']"
813,J7aZO6aJxI0,['Epic!!!']
814,2xbRWX6eYPY,[]
